Tarih,Fiyat
,20.12.2024
05.08.2021,"494,660"
04.08.2021,"493,942"
03.08.2021,"489,588"
02.08.2021,"486,908"
01.08.2021,"492,450"
30.07.2021,"493,070"
29.07.2021,"497,736"
28.07.2021,"497,818"
27.07.2021,"495,458"
26.07.2021,"494,708"
25.07.2021,"495,017"
23.07.2021,"495,700"
22.07.2021,"497,526"
21.07.2021,"496,270"
20.07.2021,"499,206"
19.07.2021,"500,088"
18.07.2021,"498,468"
16.07.2021,"496,561"
15.07.2021,"504,013"
14.07.2021,"504,395"
13.07.2021,"500,761"
12.07.2021,"501,838"
11.07.2021,"503,006"
09.07.2021,"503,458"
08.07.2021,"503,886"
07.07.2021,"503,479"
06.07.2021,"501,505"
05.07.2021,"499,125"
04.07.2021,"499,217"
02.07.2021,"499,472"
01.07.2021,"495,333"
30.06.2021,"494,922"
29.06.2021,"494,785"
28.06.2021,"496,726"
27.06.2021,"501,795"
25.06.2021,"502,058"
24.06.2021,"496,875"
23.06.2021,"493,785"
22.06.2021,"494,477"
21.06.2021,"503,730"
20.06.2021,"498,399"
18.06.2021,"496,160"
17.06.2021,"498,040"
16.06.2021,"504,246"
15.06.2021,"511,458"
14.06.2021,"508,177"
13.06.2021,"505,321"
11.06.2021,"506,815"
10.06.2021,"514,620"
09.06.2021,"521,471"
08.06.2021,"523,898"
07.06.2021,"526,088"
06.06.2021,"527,136"
04.06.2021,"527,130"
03.06.2021,"524,160"
02.06.2021,"527,196"
01.06.2021,"526,048"
31.05.2021,"520,959"
30.05.2021,"525,222"
28.05.2021,"524,211"
27.05.2021,"519,046"
26.05.2021,"515,556"
25.05.2021,"516,123"
24.05.2021,"506,108"
23.05.2021,"510,003"
21.05.2021,"509,166"
20.05.2021,"505,045"
19.05.2021,"504,844"
18.05.2021,"502,742"
17.05.2021,"499,550"
16.05.2021,"501,776"
14.05.2021,"501,212"
13.05.2021,"499,099"
12.05.2021,"493,175"
11.05.2021,"489,725"
10.05.2021,"488,637"
09.05.2021,"487,129"
07.05.2021,"485,159"
06.05.2021,"483,507"
05.05.2021,"478,064"
04.05.2021,"476,123"
03.05.2021,"476,326"
02.05.2021,"471,674"
30.04.2021,"471,483"
29.04.2021,"468,143"
28.04.2021,"470,566"
27.04.2021,"469,779"
26.04.2021,"474,801"
25.04.2021,"480,704"
23.04.2021,"479,740"
22.04.2021,"477,149"
21.04.2021,"472,839"
20.04.2021,"463,679"
19.04.2021,"461,244"
18.04.2021,"461,649"
16.04.2021,"461,150"
15.04.2021,"455,676"
14.04.2021,"450,962"
13.04.2021,"455,566"
12.04.2021,"454,408"
11.04.2021,"457,825"
09.04.2021,"458,012"
08.04.2021,"459,367"
07.04.2021,"455,788"
06.04.2021,"456,820"
05.04.2021,"451,405"
04.04.2021,"454,902"
02.04.2021,"454,005"
01.04.2021,"452,019"
31.03.2021,"453,452"
30.03.2021,"451,408"
29.03.2021,"454,985"
28.03.2021,"452,096"
26.03.2021,"451,077"
25.03.2021,"441,675"
24.03.2021,"441,768"
23.03.2021,"441,213"
22.03.2021,"438,020"
21.03.2021,"453,737"
19.03.2021,"404,981"
18.03.2021,"408,676"
17.03.2021,"421,584"
16.03.2021,"417,166"
15.03.2021,"419,227"
14.03.2021,"419,643"
12.03.2021,"420,247"
11.03.2021,"414,287"
10.03.2021,"416,676"
09.03.2021,"420,383"
08.03.2021,"420,742"
07.03.2021,"412,945"
05.03.2021,"411,865"
04.03.2021,"410,148"
03.03.2021,"410,334"
02.03.2021,"410,313"
01.03.2021,"403,758"
28.02.2021,"415,067"
26.02.2021,"414,315"
25.02.2021,"417,970"
24.02.2021,"415,498"
23.02.2021,"412,699"
22.02.2021,"408,708"
21.02.2021,"400,401"
19.02.2021,"399,326"
18.02.2021,"397,250"
17.02.2021,"398,704"
16.02.2021,"401,766"
15.02.2021,"407,156"
14.02.2021,"411,883"
12.02.2021,"413,019"
11.02.2021,"412,841"
10.02.2021,"417,975"
09.02.2021,"417,169"
08.02.2021,"416,778"
07.02.2021,"412,752"
05.02.2021,"411,545"
04.02.2021,"412,120"
03.02.2021,"422,275"
02.02.2021,"425,041"
01.02.2021,"429,601"
31.01.2021,"434,587"
29.01.2021,"434,835"
28.01.2021,"435,737"
27.01.2021,"437,591"
26.01.2021,"437,588"
25.01.2021,"442,199"
24.01.2021,"443,023"
22.01.2021,"442,713"
21.01.2021,"443,081"
20.01.2021,"445,797"
19.01.2021,"442,214"
18.01.2021,"442,215"
17.01.2021,"434,466"
15.01.2021,"439,492"
14.01.2021,"437,792"
13.01.2021,"439,808"
12.01.2021,"445,330"
11.01.2021,"444,122"
10.01.2021,"436,565"
08.01.2021,"438,559"
07.01.2021,"451,960"
06.01.2021,"452,108"
05.01.2021,"463,415"
04.01.2021,"463,778"
03.01.2021,"458,086"
01.01.2021,"454,099"
31.12.2020,"454,121"
30.12.2020,"449,826"
29.12.2020,"446,612"
28.12.2020,"449,375"
27.12.2020,"460,181"
25.12.2020,"456,089"
24.12.2020,"457,399"
23.12.2020,"460,380"
22.12.2020,"459,176"
21.12.2020,"462,209"
20.12.2020,"464,079"
18.12.2020,"461,471"
17.12.2020,"466,468"
16.12.2020,"467,456"
15.12.2020,"466,633"
14.12.2020,"461,512"
13.12.2020,"464,474"
11.12.2020,"464,921"
10.12.2020,"465,927"
09.12.2020,"461,449"
08.12.2020,"469,871"
07.12.2020,"467,466"
06.12.2020,"460,517"
04.12.2020,"461,371"
03.12.2020,"460,552"
02.12.2020,"462,318"
01.12.2020,"455,749"
30.11.2020,"447,834"
29.11.2020,"450,782"
27.11.2020,"450,681"
26.11.2020,"458,390"
25.11.2020,"461,973"
24.11.2020,"465,210"
23.11.2020,"465,441"
22.11.2020,"459,739"
20.11.2020,"459,042"
19.11.2020,"451,539"
18.11.2020,"464,379"
17.11.2020,"466,377"
16.11.2020,"467,857"
15.11.2020,"468,466"
13.11.2020,"466,096"
12.11.2020,"463,730"
11.11.2020,"467,898"
10.11.2020,"494,000"
09.11.2020,"487,689"
08.11.2020,"531,615"
06.11.2020,"534,981"
05.11.2020,"527,284"
04.11.2020,"517,357"
03.11.2020,"519,466"
02.11.2020,"514,184"
01.11.2020,"505,256"
30.10.2020,"506,603"
29.10.2020,"499,210"
28.10.2020,"500,000"
27.10.2020,"502,206"
26.10.2020,"494,961"
25.10.2020,"486,881"
23.10.2020,"487,167"
22.10.2020,"486,719"
21.10.2020,"482,559"
20.10.2020,"483,113"
19.10.2020,"482,159"
18.10.2020,"483,828"
16.10.2020,"484,609"
15.10.2020,"486,401"
14.10.2020,"482,836"
13.10.2020,"482,516"
12.10.2020,"488,320"
11.10.2020,"487,259"
09.10.2020,"487,690"
08.10.2020,"484,186"
07.10.2020,"478,106"
06.10.2020,"471,493"
05.10.2020,"477,414"
04.10.2020,"475,051"
02.10.2020,"474,836"
01.10.2020,"474,216"
30.09.2020,"468,680"
29.09.2020,"476,680"
28.09.2020,"472,216"
27.09.2020,"459,233"
25.09.2020,"458,897"
24.09.2020,"457,619"
23.09.2020,"459,553"
22.09.2020,"469,760"
21.09.2020,"470,661"
20.09.2020,"473,875"
18.09.2020,"474,408"
17.09.2020,"473,022"
16.09.2020,"472,504"
15.09.2020,"470,561"
14.09.2020,"471,222"
13.09.2020,"467,065"
11.09.2020,"466,383"
10.09.2020,"465,435"
09.09.2020,"468,261"
08.09.2020,"464,594"
07.09.2020,"463,076"
06.09.2020,"463,077"
04.09.2020,"463,130"
03.09.2020,"461,176"
02.09.2020,"461,229"
01.09.2020,"467,263"
31.08.2020,"465,535"
30.08.2020,"465,169"
28.08.2020,"463,046"
27.08.2020,"456,115"
26.08.2020,"462,513"
25.08.2020,"459,056"
24.08.2020,"457,935"
23.08.2020,"456,349"
21.08.2020,"457,779"
20.08.2020,"458,377"
19.08.2020,"451,467"
18.08.2020,"475,431"
17.08.2020,"470,944"
16.08.2020,"458,053"
14.08.2020,"460,936"
13.08.2020,"462,370"
12.08.2020,"452,968"
11.08.2020,"444,175"
10.08.2020,"478,257"
09.08.2020,"476,207"
07.08.2020,"475,440"
06.08.2020,"481,640"
05.08.2020,"461,966"
04.08.2020,"452,583"
03.08.2020,"442,391"
02.08.2020,"444,492"
31.07.2020,"442,907"
30.07.2020,"439,002"
29.07.2020,"440,848"
28.07.2020,"436,711"
27.07.2020,"435,039"
26.07.2020,"421,224"
24.07.2020,"418,478"
23.07.2020,"414,894"
22.07.2020,"411,579"
21.07.2020,"404,762"
20.07.2020,"400,768"
19.07.2020,"398,832"
17.07.2020,"399,204"
16.07.2020,"396,580"
15.07.2020,"399,822"
14.07.2020,"399,417"
13.07.2020,"397,586"
12.07.2020,"397,287"
10.07.2020,"397,163"
09.07.2020,"398,070"
08.07.2020,"399,005"
07.07.2020,"395,738"
06.07.2020,"393,954"
05.07.2020,"391,829"
03.07.2020,"391,889"
02.07.2020,"391,242"
01.07.2020,"389,329"
30.06.2020,"392,809"
29.06.2020,"390,765"
28.06.2020,"390,344"
26.06.2020,"390,459"
25.06.2020,"389,191"
24.06.2020,"388,429"
23.06.2020,"389,484"
22.06.2020,"386,410"
21.06.2020,"385,287"
19.06.2020,"383,928"
18.06.2020,"379,996"
17.06.2020,"379,912"
16.06.2020,"379,525"
15.06.2020,"378,441"
14.06.2020,"379,877"
12.06.2020,"379,229"
11.06.2020,"379,727"
10.06.2020,"378,099"
09.06.2020,"374,303"
08.06.2020,"370,039"
07.06.2020,"365,807"
05.06.2020,"367,118"
04.06.2020,"371,898"
03.06.2020,"367,900"
02.06.2020,"372,360"
01.06.2020,"381,553"
31.05.2020,"381,189"
29.05.2020,"379,040"
28.05.2020,"377,346"
27.05.2020,"373,018"
26.05.2020,"370,968"
25.05.2020,"378,337"
24.05.2020,"378,988"
22.05.2020,"380,011"
21.05.2020,"376,892"
20.05.2020,"381,283"
19.05.2020,"380,911"
18.05.2020,"383,622"
17.05.2020,"389,615"
15.05.2020,"386,699"
14.05.2020,"385,914"
13.05.2020,"385,245"
12.05.2020,"382,953"
11.05.2020,"385,692"
10.05.2020,"389,422"
08.05.2020,"387,869"
07.05.2020,"391,290"
06.05.2020,"391,174"
05.05.2020,"388,141"
04.05.2020,"386,161"
03.05.2020,"383,668"
01.05.2020,"383,740"
30.04.2020,"379,430"
29.04.2020,"383,093"
28.04.2020,"383,076"
27.04.2020,"384,019"
26.04.2020,"386,503"
24.04.2020,"386,980"
23.04.2020,"386,614"
22.04.2020,"384,184"
21.04.2020,"378,573"
20.04.2020,"377,447"
19.04.2020,"372,088"
17.04.2020,"375,094"
16.04.2020,"381,891"
15.04.2020,"380,865"
14.04.2020,"378,413"
13.04.2020,"374,234"
12.04.2020,"364,675"
09.04.2020,"361,430"
08.04.2020,"358,812"
07.04.2020,"358,571"
06.04.2020,"362,220"
05.04.2020,"351,136"
03.04.2020,"350,141"
02.04.2020,"344,143"
01.04.2020,"343,381"
31.03.2020,"335,908"
30.03.2020,"341,589"
29.03.2020,"338,261"
27.03.2020,"337,217"
26.03.2020,"334,688"
25.03.2020,"332,446"
24.03.2020,"338,323"
23.03.2020,"329,885"
22.03.2020,"314,856"
20.03.2020,"315,557"
19.03.2020,"309,735"
18.03.2020,"311,937"
17.03.2020,"316,469"
16.03.2020,"311,548"
15.03.2020,"315,138"
13.03.2020,"311,420"
12.03.2020,"320,294"
11.03.2020,"328,295"
10.03.2020,"328,036"
09.03.2020,"329,898"
08.03.2020,"334,901"
06.03.2020,"328,329"
05.03.2020,"328,710"
04.03.2020,"320,046"
03.03.2020,"323,495"
02.03.2020,"315,910"
01.03.2020,"318,573"
28.02.2020,"318,226"
27.02.2020,"328,557"
26.02.2020,"325,620"
25.02.2020,"324,164"
24.02.2020,"325,291"
23.02.2020,"327,415"
21.02.2020,"322,265"
20.02.2020,"318,313"
19.02.2020,"315,022"
18.02.2020,"312,161"
17.02.2020,"308,048"
16.02.2020,"308,277"
14.02.2020,"308,493"
13.02.2020,"306,409"
12.02.2020,"305,121"
11.02.2020,"303,229"
10.02.2020,"303,626"
09.02.2020,"303,254"
07.02.2020,"303,577"
06.02.2020,"301,471"
05.02.2020,"299,297"
04.02.2020,"298,803"
03.02.2020,"303,807"
02.02.2020,"305,546"
31.01.2020,"305,612"
30.01.2020,"302,750"
29.01.2020,"302,245"
28.01.2020,"299,657"
27.01.2020,"302,134"
26.01.2020,"302,591"
24.01.2020,"300,083"
23.01.2020,"297,615"
22.01.2020,"297,299"
21.01.2020,"296,996"
20.01.2020,"296,889"
19.01.2020,"295,090"
17.01.2020,"294,737"
16.01.2020,"292,307"
15.01.2020,"294,102"
14.01.2020,"293,320"
13.01.2020,"291,424"
12.01.2020,"294,694"
10.01.2020,"295,234"
09.01.2020,"293,540"
08.01.2020,"296,072"
07.01.2020,"306,494"
06.01.2020,"300,177"
05.01.2020,"301,218"
03.01.2020,"297,960"
02.01.2020,"292,842"
01.01.2020,"290,352"
31.12.2019,"290,320"
30.12.2019,"289,774"
29.12.2019,"289,525"
27.12.2019,"289,095"
26.12.2019,"288,258"
25.12.2019,"286,302"
24.12.2019,"286,810"
23.12.2019,"284,074"
22.12.2019,"282,303"
20.12.2019,"282,251"
19.12.2019,"282,430"
18.12.2019,"281,133"
17.12.2019,"279,280"
16.12.2019,"277,488"
15.12.2019,"275,382"
13.12.2019,"275,680"
12.12.2019,"271,966"
11.12.2019,"275,126"
10.12.2019,"273,279"
09.12.2019,"272,989"
08.12.2019,"271,366"
06.12.2019,"271,347"
05.12.2019,"272,850"
04.12.2019,"272,733"
03.12.2019,"272,678"
02.12.2019,"270,049"
01.12.2019,"270,225"
29.11.2019,"270,543"
28.11.2019,"269,663"
27.11.2019,"270,770"
26.11.2019,"270,537"
25.11.2019,"268,414"
24.11.2019,"268,426"
22.11.2019,"268,573"
21.11.2019,"268,451"
20.11.2019,"270,225"
19.11.2019,"270,390"
18.11.2019,"271,260"
17.11.2019,"271,447"
15.11.2019,"271,220"
14.11.2019,"271,702"
13.11.2019,"270,898"
12.11.2019,"270,759"
11.11.2019,"270,124"
10.11.2019,"270,937"
08.11.2019,"270,559"
07.11.2019,"271,705"
06.11.2019,"275,603"
05.11.2019,"274,654"
04.11.2019,"277,817"
03.11.2019,"277,566"
01.11.2019,"278,295"
31.10.2019,"277,711"
30.10.2019,"274,174"
29.10.2019,"275,026"
28.10.2019,"274,805"
27.10.2019,"279,177"
25.10.2019,"279,357"
24.10.2019,"278,651"
23.10.2019,"275,286"
22.10.2019,"277,759"
21.10.2019,"279,609"
20.10.2019,"278,098"
18.10.2019,"277,472"
17.10.2019,"279,274"
16.10.2019,"281,907"
15.10.2019,"282,276"
14.10.2019,"284,319"
13.10.2019,"281,407"
11.10.2019,"281,608"
10.10.2019,"280,772"
09.10.2019,"285,625"
08.10.2019,"283,129"
07.10.2019,"280,185"
06.10.2019,"277,038"
04.10.2019,"275,455"
03.10.2019,"276,232"
02.10.2019,"275,102"
01.10.2019,"272,479"
30.09.2019,"267,683"
29.09.2019,"272,682"
27.09.2019,"272,992"
26.09.2019,"274,664"
25.09.2019,"274,874"
24.09.2019,"280,557"
23.09.2019,"279,626"
22.09.2019,"279,479"
20.09.2019,"279,997"
19.09.2019,"275,762"
18.09.2019,"272,425"
17.09.2019,"275,178"
16.09.2019,"275,969"
15.09.2019,"277,347"
13.09.2019,"272,207"
12.09.2019,"272,690"
11.09.2019,"276,117"
10.09.2019,"275,857"
09.09.2019,"276,393"
08.09.2019,"276,331"
06.09.2019,"276,815"
05.09.2019,"277,956"
04.09.2019,"282,998"
03.09.2019,"285,210"
02.09.2019,"284,976"
01.09.2019,"287,011"
30.08.2019,"285,284"
29.08.2019,"286,747"
28.08.2019,"288,095"
27.08.2019,"289,369"
26.08.2019,"286,424"
25.08.2019,"289,853"
23.08.2019,"282,344"
22.08.2019,"277,785"
21.08.2019,"276,656"
20.08.2019,"277,667"
19.08.2019,"271,763"
18.08.2019,"271,151"
16.08.2019,"271,573"
15.08.2019,"273,473"
14.08.2019,"273,732"
13.08.2019,"268,984"
12.08.2019,"270,502"
11.08.2019,"265,282"
09.08.2019,"264,388"
08.08.2019,"265,266"
07.08.2019,"265,183"
06.08.2019,"262,501"
05.08.2019,"264,923"
04.08.2019,"256,898"
02.08.2019,"257,508"
01.08.2019,"259,168"
31.07.2019,"253,373"
30.07.2019,"255,767"
29.07.2019,"257,339"
28.07.2019,"258,335"
26.07.2019,"258,495"
25.07.2019,"259,415"
24.07.2019,"261,830"
23.07.2019,"260,701"
22.07.2019,"259,663"
21.07.2019,"259,187"
19.07.2019,"259,198"
18.07.2019,"260,924"
17.07.2019,"260,327"
16.07.2019,"258,175"
15.07.2019,"259,925"
14.07.2019,"260,880"
12.07.2019,"260,468"
11.07.2019,"256,964"
10.07.2019,"260,045"
09.07.2019,"256,986"
08.07.2019,"257,044"
07.07.2019,"257,685"
05.07.2019,"253,192"
04.07.2019,"255,903"
03.07.2019,"256,448"
02.07.2019,"260,118"
01.07.2019,"251,815"
30.06.2019,"256,955"
28.06.2019,"262,308"
27.06.2019,"261,910"
26.06.2019,"261,762"
25.06.2019,"264,348"
24.06.2019,"265,928"
23.06.2019,"260,805"
21.06.2019,"261,810"
20.06.2019,"257,806"
19.06.2019,"253,082"
18.06.2019,"252,170"
17.06.2019,"253,009"
16.06.2019,"254,673"
14.06.2019,"254,410"
13.06.2019,"254,023"
12.06.2019,"249,392"
11.06.2019,"247,849"
10.06.2019,"247,595"
09.06.2019,"250,809"
07.06.2019,"251,369"
06.06.2019,"248,379"
05.06.2019,"244,803"
04.06.2019,"246,154"
03.06.2019,"248,656"
02.06.2019,"246,699"
31.05.2019,"245,123"
30.05.2019,"245,359"
29.05.2019,"247,762"
28.05.2019,"248,221"
27.05.2019,"250,790"
26.05.2019,"251,193"
24.05.2019,"251,245"
23.05.2019,"252,657"
22.05.2019,"250,856"
21.05.2019,"248,577"
20.05.2019,"247,551"
19.05.2019,"249,055"
17.05.2019,"248,965"
16.05.2019,"250,400"
15.05.2019,"250,770"
14.05.2019,"251,926"
13.05.2019,"255,158"
12.05.2019,"248,017"
10.05.2019,"247,524"
09.05.2019,"254,243"
08.05.2019,"253,846"
07.05.2019,"254,443"
06.05.2019,"251,222"
05.05.2019,"247,179"
03.05.2019,"245,243"
02.05.2019,"243,785"
01.05.2019,"244,804"
30.04.2019,"246,124"
29.04.2019,"244,995"
28.04.2019,"245,805"
26.04.2019,"245,448"
25.04.2019,"245,008"
24.04.2019,"241,308"
23.04.2019,"238,681"
22.04.2019,"238,893"
21.04.2019,"239,191"
18.04.2019,"238,097"
17.04.2019,"235,937"
16.04.2019,"237,641"
15.04.2019,"240,482"
14.04.2019,"239,956"
12.04.2019,"239,666"
11.04.2019,"238,353"
10.04.2019,"239,006"
09.04.2019,"238,452"
08.04.2019,"237,550"
07.04.2019,"234,182"
05.04.2019,"233,488"
04.04.2019,"232,959"
03.04.2019,"233,553"
02.04.2019,"233,304"
01.04.2019,"228,340"
31.03.2019,"232,572"
29.03.2019,"231,719"
28.03.2019,"231,353"
27.03.2019,"227,143"
26.03.2019,"227,111"
25.03.2019,"236,324"
24.03.2019,"239,992"
22.03.2019,"243,301"
21.03.2019,"230,056"
20.03.2019,"229,589"
19.03.2019,"229,991"
18.03.2019,"229,166"
17.03.2019,"227,897"
15.03.2019,"227,944"
14.03.2019,"227,985"
13.03.2019,"229,915"
12.03.2019,"228,406"
11.03.2019,"225,833"
10.03.2019,"226,672"
08.03.2019,"227,079"
07.03.2019,"225,758"
06.03.2019,"224,954"
05.03.2019,"223,110"
04.03.2019,"223,166"
03.03.2019,"223,749"
01.03.2019,"223,543"
28.02.2019,"225,781"
27.02.2019,"225,700"
26.02.2019,"226,713"
25.02.2019,"226,465"
24.02.2019,"227,214"
22.02.2019,"227,047"
21.02.2019,"226,915"
20.02.2019,"229,646"
19.02.2019,"227,612"
18.02.2019,"226,003"
17.02.2019,"224,546"
15.02.2019,"223,892"
14.02.2019,"222,592"
13.02.2019,"222,157"
12.02.2019,"221,286"
11.02.2019,"222,043"
10.02.2019,"221,867"
08.02.2019,"221,604"
07.02.2019,"222,241"
06.02.2019,"219,290"
05.02.2019,"219,986"
04.02.2019,"220,035"
03.02.2019,"220,926"
01.02.2019,"220,629"
31.01.2019,"220,086"
30.01.2019,"221,949"
29.01.2019,"223,757"
28.01.2019,"223,187"
27.01.2019,"220,296"
25.01.2019,"220,653"
24.01.2019,"217,038"
23.01.2019,"218,402"
22.01.2019,"220,614"
21.01.2019,"219,150"
20.01.2019,"219,731"
18.01.2019,"219,606"
17.01.2019,"222,693"
16.01.2019,"222,263"
15.01.2019,"225,725"
14.01.2019,"226,832"
13.01.2019,"227,026"
11.01.2019,"225,674"
10.01.2019,"224,845"
09.01.2019,"227,585"
08.01.2019,"226,541"
07.01.2019,"223,128"
06.01.2019,"219,974"
04.01.2019,"220,129"
03.01.2019,"227,975"
02.01.2019,"227,947"
01.01.2019,"217,944"
31.12.2018,"218,191"
30.12.2018,"217,375"
28.12.2018,"217,326"
27.12.2018,"217,116"
26.12.2018,"215,454"
25.12.2018,"215,387"
24.12.2018,"216,017"
23.12.2018,"215,220"
21.12.2018,"214,477"
20.12.2018,"213,631"
19.12.2018,"211,955"
18.12.2018,"214,480"
17.12.2018,"215,300"
16.12.2018,"213,768"
14.12.2018,"213,503"
13.12.2018,"213,583"
12.12.2018,"214,271"
11.12.2018,"214,239"
10.12.2018,"213,190"
09.12.2018,"213,764"
07.12.2018,"212,978"
06.12.2018,"212,397"
05.12.2018,"212,152"
04.12.2018,"214,644"
03.12.2018,"207,952"
02.12.2018,"204,080"
30.11.2018,"204,970"
29.11.2018,"203,544"
28.11.2018,"204,923"
27.11.2018,"205,511"
26.11.2018,"206,248"
25.11.2018,"208,491"
23.11.2018,"207,604"
22.11.2018,"209,129"
21.11.2018,"209,691"
20.11.2018,"211,522"
19.11.2018,"209,121"
18.11.2018,"209,979"
16.11.2018,"209,498"
15.11.2018,"210,582"
14.11.2018,"212,768"
13.11.2018,"211,850"
12.11.2018,"211,560"
11.11.2018,"212,688"
09.11.2018,"212,461"
08.11.2018,"214,802"
07.11.2018,"211,539"
06.11.2018,"211,675"
05.11.2018,"210,647"
04.11.2018,"215,488"
02.11.2018,"215,209"
01.11.2018,"218,994"
31.10.2018,"218,344"
30.10.2018,"215,532"
29.10.2018,"219,894"
28.10.2018,"221,591"
26.10.2018,"221,822"
25.10.2018,"223,186"
24.10.2018,"226,589"
23.10.2018,"227,623"
22.10.2018,"222,707"
21.10.2018,"222,972"
19.10.2018,"222,340"
18.10.2018,"222,111"
17.10.2018,"219,921"
16.10.2018,"224,257"
15.10.2018,"227,971"
14.10.2018,"231,125"
12.10.2018,"229,998"
11.10.2018,"232,502"
10.10.2018,"233,392"
09.10.2018,"233,570"
08.10.2018,"234,058"
07.10.2018,"238,610"
05.10.2018,"236,853"
04.10.2018,"238,425"
03.10.2018,"233,353"
02.10.2018,"232,250"
01.10.2018,"227,057"
30.09.2018,"231,444"
28.09.2018,"232,035"
27.09.2018,"228,648"
26.09.2018,"235,109"
25.09.2018,"239,204"
24.09.2018,"237,443"
23.09.2018,"242,975"
21.09.2018,"242,677"
20.09.2018,"241,598"
19.09.2018,"242,052"
18.09.2018,"246,908"
17.09.2018,"243,833"
16.09.2018,"236,433"
14.09.2018,"236,759"
13.09.2018,"236,870"
12.09.2018,"246,271"
11.09.2018,"247,866"
10.09.2018,"248,641"
09.09.2018,"247,018"
07.09.2018,"246,472"
06.09.2018,"254,559"
05.09.2018,"253,515"
04.09.2018,"255,694"
03.09.2018,"256,216"
02.09.2018,"253,820"
31.08.2018,"252,648"
30.08.2018,"259,826"
29.08.2018,"251,191"
28.08.2018,"242,243"
27.08.2018,"240,056"
26.08.2018,"232,515"
24.08.2018,"233,090"
23.08.2018,"232,102"
22.08.2018,"231,735"
21.08.2018,"233,328"
20.08.2018,"233,671"
19.08.2018,"228,658"
17.08.2018,"229,627"
16.08.2018,"220,951"
15.08.2018,"225,709"
14.08.2018,"244,778"
13.08.2018,"266,640"
12.08.2018,"263,068"
10.08.2018,"250,094"
09.08.2018,"216,471"
08.08.2018,"207,116"
07.08.2018,"205,129"
06.08.2018,"204,506"
05.08.2018,"199,227"
03.08.2018,"198,249"
02.08.2018,"197,845"
01.08.2018,"195,141"
31.07.2018,"193,569"
30.07.2018,"192,049"
29.07.2018,"190,905"
27.07.2018,"190,714"
26.07.2018,"191,716"
25.07.2018,"190,244"
24.07.2018,"192,255"
23.07.2018,"186,513"
22.07.2018,"189,490"
20.07.2018,"189,632"
19.07.2018,"189,193"
18.07.2018,"189,354"
17.07.2018,"189,503"
16.07.2018,"193,621"
15.07.2018,"193,816"
13.07.2018,"193,831"
12.07.2018,"195,044"
11.07.2018,"195,446"
10.07.2018,"190,416"
09.07.2018,"191,475"
08.07.2018,"185,002"
06.07.2018,"184,572"
05.07.2018,"186,288"
04.07.2018,"188,961"
03.07.2018,"188,636"
02.07.2018,"184,276"
01.07.2018,"185,215"
29.06.2018,"184,746"
28.06.2018,"184,368"
27.06.2018,"186,200"
26.06.2018,"186,681"
25.06.2018,"190,825"
24.06.2018,"188,496"
22.06.2018,"191,062"
21.06.2018,"193,118"
20.06.2018,"193,688"
19.06.2018,"194,365"
18.06.2018,"193,973"
17.06.2018,"195,287"
15.06.2018,"194,589"
14.06.2018,"198,522"
13.06.2018,"194,788"
12.06.2018,"191,107"
11.06.2018,"188,718"
10.06.2018,"187,300"
08.06.2018,"186,612"
07.06.2018,"186,906"
06.06.2018,"190,214"
05.06.2018,"191,533"
04.06.2018,"190,425"
03.06.2018,"193,162"
01.06.2018,"193,668"
31.05.2018,"189,298"
30.05.2018,"187,170"
29.05.2018,"191,078"
28.05.2018,"191,287"
27.05.2018,"196,464"
25.05.2018,"196,855"
24.05.2018,"199,510"
23.05.2018,"190,559"
22.05.2018,"196,961"
21.05.2018,"190,368"
20.05.2018,"186,793"
18.05.2018,"186,755"
17.05.2018,"184,983"
16.05.2018,"184,011"
15.05.2018,"185,167"
14.05.2018,"183,975"
13.05.2018,"183,069"
11.05.2018,"182,895"
10.05.2018,"180,033"
09.05.2018,"180,958"
08.05.2018,"184,142"
07.05.2018,"180,441"
06.05.2018,"179,369"
04.05.2018,"178,811"
03.05.2018,"178,308"
02.05.2018,"175,657"
01.05.2018,"172,459"
30.04.2018,"171,642"
29.04.2018,"172,517"
27.04.2018,"172,002"
26.04.2018,"172,473"
25.04.2018,"173,585"
24.04.2018,"175,058"
23.04.2018,"174,974"
22.04.2018,"174,839"
20.04.2018,"175,047"
19.04.2018,"174,938"
18.04.2018,"174,505"
17.04.2018,"177,199"
16.04.2018,"177,566"
15.04.2018,"176,859"
13.04.2018,"177,203"
12.04.2018,"177,032"
11.04.2018,"180,168"
10.04.2018,"177,347"
09.04.2018,"175,161"
08.04.2018,"173,438"
06.04.2018,"173,406"
05.04.2018,"173,305"
04.04.2018,"171,511"
03.04.2018,"171,090"
02.04.2018,"171,691"
01.04.2018,"168,725"
29.03.2018,"167,994"
28.03.2018,"171,184"
27.03.2018,"172,211"
26.03.2018,"172,545"
25.03.2018,"172,645"
23.03.2018,"172,610"
22.03.2018,"170,413"
21.03.2018,"167,446"
20.03.2018,"165,651"
19.03.2018,"167,034"
18.03.2018,"165,634"
16.03.2018,"165,583"
15.03.2018,"164,800"
14.03.2018,"165,392"
13.03.2018,"165,080"
12.03.2018,"163,780"
11.03.2018,"162,206"
09.03.2018,"162,159"
08.03.2018,"162,441"
07.03.2018,"162,144"
06.03.2018,"163,571"
05.03.2018,"161,839"
04.03.2018,"162,148"
02.03.2018,"161,952"
01.03.2018,"161,293"
28.02.2018,"161,045"
27.02.2018,"161,639"
26.02.2018,"162,188"
